id,n_victimas,aaaa,mm,dd,fecha,hora,hh,direccion_normalizada,comuna,tipo_calle,otra_direccion,calle,altura,cruce,geocodificacion_caba,longitud,latitud,victima,acusado,participantes,moto,auto,transporte_publico,camion,ciclista,gravedad,origen,lugar_del_hecho,tipo_de_calle,dirección normalizada,xy_caba,año,mes
LC-2020-0221366,1,2020,4,29,2020-04-29 00:00:00,17,17,SAN MARTIN AV. y EMPEDRADO,15,AVENIDA,SD,SAN MARTIN AV.,0.0,EMPEDRADO,Point (98396.5104523571 103376.566032392),-58.48077989233,-34.598830937512,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0221392,1,2020,4,29,2020-04-29 00:00:00,15,15,CORDOBA AV. y DARWIN,15,AVENIDA,SD,CORDOBA AV.,0.0,DARWIN,Point (102275.246556834 104501.375959759),-58.438499228763,-34.588690346469,PEATON,SD,PEATON-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0221448,1,2020,4,29,2020-04-29 00:00:00,0,0,"INDEPENDENCIA AV. y URQUIZA, GRAL.",3,AVENIDA,SD,INDEPENDENCIA AV.,0.0,"URQUIZA, GRAL.",Point (104956.388555775 101024.580575746),-58.409254545037,-34.620022345225,SD,SD,SD-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0221454,1,2020,4,29,2020-04-29 00:00:00,16,16,"INDEPENDENCIA AV. y URQUIZA, GRAL.",3,AVENIDA,SD,INDEPENDENCIA AV.,0.0,"URQUIZA, GRAL.",Point (104956.388555775 101024.580575746),-58.409254545037,-34.620022345225,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,x,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0221461,1,2020,4,29,2020-04-29 00:00:00,18,18,ANCASTE y CACHI,4,CALLE,SD,ANCASTE,0.0,CACHI,Point (104701.465226247 97815.7538815262),-58.41201667695,-34.648949100562,SD,AUTO,SD-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0221534,1,2020,4,29,2020-04-29 00:00:00,18,18,DIRECTORIO AV. y RIGLOS,6,AVENIDA,SD,DIRECTORIO AV.,0.0,RIGLOS,Point (102535.574175709 100108.766750644),-58.435648802329,-34.628286560256,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0222467,2,2020,4,30,2020-04-30 00:00:00,13,13,"ALCORTA, AMANCIO AV. y PERDRIEL",4,AVENIDA,SD,"ALCORTA, AMANCIO AV.",0.0,PERDRIEL,Point (107039.304216938 99120.1677060034),-58.386526432177,-34.63717738137,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0222471,2,2020,4,30,2020-04-30 00:00:00,15,15,ESCALADA AV. y REMEDIOS,9,AVENIDA,SD,ESCALADA AV.,0.0,REMEDIOS,Point (97785.3363355442 97585.3195192316),-58.487458038446,-34.651034337351,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0222794,1,2020,4,30,2020-04-30 00:00:00,17,17,"CORRIENTES AV. y ALEM, LEANDRO N. AV.",1,AVENIDA,SD,CORRIENTES AV.,0.0,"ALEM, LEANDRO N. AV.",Point (108520.247449254 102908.812629333),-58.370412501071,-34.603013905923,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0223589,1,2020,5,1,2020-05-01 00:00:00,15,15,YERBAL y CUENCA,7,CALLE,SD,YERBAL,0.0,CUENCA,Point (99009.3570570479 99870.4543269379),-58.474103335545,-34.630437267177,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0223602,1,2020,5,1,2020-05-01 00:00:00,19,19,WARNES AV. y GARMENDIA AV.,15,AVENIDA,SD,WARNES AV.,0.0,GARMENDIA AV.,Point (99797.0357229576 103653.216491178),-58.465512139922,-34.596338397294,MOTO,UTILITARIO,MOTO-UTILITARIO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0223733,1,2020,5,1,2020-05-01 00:00:00,17,17,OLAYA y ANTEZANA,15,CALLE,SD,OLAYA,0.0,ANTEZANA,Point (101709.577951356 102703.421393975),-58.444661548359,-34.604898957028,MOTO,MOTO,MOTO-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0223883,1,2020,5,2,2020-05-02 00:00:00,14,14,"PASEO COLON AV. y GARAY, JUAN DE AV.",1,AVENIDA,SD,PASEO COLON AV.,0.0,"GARAY, JUAN DE AV.",Point (108733.521047048 100572.691511093),-58.36806351396,-34.62407085032,SD,SD,SD-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0223893,2,2020,5,2,2020-05-02 00:00:00,23,23,"VALLESE, FELIPE y BOYACA",7,CALLE,SD,"VALLESE, FELIPE",0.0,BOYACA,Point (100137.942778305 101102.143877196),-58.461795641759,-34.619334862753,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0224429,1,2020,5,2,2020-05-02 00:00:00,15,15,"RINCON y CALVO, CARLOS",3,CALLE,SD,RINCON,0.0,"CALVO, CARLOS",Point (106189.477597194 100956.730091714),-58.395808265065,-34.620627344436,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0224453,1,2020,5,2,2020-05-02 00:00:00,14,14,ACASSUSO y BASUALDO,10,CALLE,SD,ACASSUSO,0.0,BASUALDO,Point (96219.4967566436 98784.6890694349),-58.504533122137,-34.640218123934,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0224652,1,2020,5,2,2020-05-02 00:00:00,19,19,"CHILAVERT, MARTINIANO, CORONEL y RUCCI, JOSE IGNACIO",8,CALLE,SD,"CHILAVERT, MARTINIANO, CORONEL",0.0,"RUCCI, JOSE IGNACIO",Point (99187.2672068998 94023.2217616231),-58.472169125811,-34.683146410862,PEATON,MOTO,PEATON-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225166,1,2020,5,3,2020-05-03 00:00:00,13,13,"CASTRO, EMILIO AV. y PILAR",9,AVENIDA,SD,"CASTRO, EMILIO AV.",0.0,PILAR,Point (95396.5542626159 97579.8757393788),-58.513515414062,-34.651075334885,MOVIL,AUTO,MOVIL-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225399,1,2020,5,3,2020-05-03 00:00:00,21,21,"JUSTO, JUAN B. AV. y PUEYRREDON, HONORIO, DR. AV.",15,AVENIDA,SD,"JUSTO, JUAN B. AV.",0.0,"PUEYRREDON, HONORIO, DR. AV.",Point (101027.735508541 103230.355444479),-58.452095721214,-34.600149821397,MOTO,OBJETO FIJO,MOTO-OBJETO FIJO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225594,1,2020,5,4,2020-05-04 00:00:00,6,6,"CALVO, CARLOS y AZOPARDO",1,CALLE,SD,"CALVO, CARLOS",0.0,AZOPARDO,Point (108816.764409425 101100.95338641),-58.367161229864,-34.619308186496,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,x,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0225719,1,2020,5,4,2020-05-04 00:00:00,8,8,FRAY JUSTO SANTAMARIA DE ORO y CHARCAS,14,CALLE,SD,FRAY JUSTO SANTAMARIA DE ORO,0.0,CHARCAS,Point (103400.475560916 105314.512559615),-58.426237365658,-34.581357318336,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225882,1,2020,5,4,2020-05-04 00:00:00,11,11,"ALBERDI, JUAN BAUTISTA AV. y GORDILLO, TIMOTEO",9,AVENIDA,SD,"ALBERDI, JUAN BAUTISTA AV.",0.0,"GORDILLO, TIMOTEO",Point (95831.3912215398 96955.2910269401),-58.508775232972,-34.656707442937,MOTO,UTILITARIO,MOTO-UTILITARIO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225937,1,2020,5,4,2020-05-04 00:00:00,10,10,9 DE JULIO AV. y CORRIENTES AV.,1,AVENIDA,SD,9 DE JULIO AV.,0.0,CORRIENTES AV.,Point (107438.101361197 102829.304178003),-58.382209281858,-34.60373898087,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0225951,1,2020,5,4,2020-05-04 00:00:00,12,12,GORRITI y GODOY CRUZ,14,CALLE,SD,GORRITI,0.0,GODOY CRUZ,Point (102692.837546725 104633.859798966),-58.433947872642,-34.587495090461,PEATON,SD,PEATON-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0226168,1,2020,5,4,2020-05-04 00:00:00,14,14,"SAN BLAS y BUFANO, ALFREDO R.",11,CALLE,SD,SAN BLAS,0.0,"BUFANO, ALFREDO R.",Point (98917.6977123534 102351.67843337),-58.475099601429,-34.608070419332,MOTO,UTILITARIO,MOTO-UTILITARIO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0226399,1,2020,5,4,2020-05-04 00:00:00,16,16,MEXICO y JUJUY AV.,3,CALLE,SD,MEXICO,0.0,JUJUY AV.,Point (105425.50744512 101354.732085319),-58.404141291583,-34.617043879749,SD,SD,SD-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0226416,1,2020,5,4,2020-05-04 00:00:00,13,13,ENTRE RIOS AV. y BRASIL,4,AVENIDA,SD,ENTRE RIOS AV.,0.0,BRASIL,Point (106636.300419677 99991.3407260394),-58.390928514258,-34.629326967998,TAXI,TAXI,TAXI-TAXI,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0226581,1,2020,5,4,2020-05-04 00:00:00,19,19,DEL LIBERTADOR AV. y SAN BENITO DE PALERMO,14,AVENIDA,SD,DEL LIBERTADOR AV.,0.0,SAN BENITO DE PALERMO,Point (102943.000866939 106932.199553246),-58.431228925411,-34.566776119774,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,GRAVE,Lesiones,,,,,,
LC-2020-0226584,1,2020,5,4,2020-05-04 00:00:00,17,17,FITZ ROY y GUATEMALA,14,CALLE,SD,FITZ ROY,0.0,GUATEMALA,Point (102875.411085905 105426.499073247),-58.431960469427,-34.580349396187,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,x,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0226640,1,2020,5,4,2020-05-04 00:00:00,19,19,SAN JUAN AV. y JUJUY AV.,3,AVENIDA,SD,SAN JUAN AV.,0.0,JUJUY AV.,Point (105605.558974289 100607.445523423),-58.402173162117,-34.623779257788,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227004,1,2020,5,5,2020-05-05 00:00:00,10,10,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,RIVADAVIA AV.,Point (93950.505872978 98883.3764452525),-58.529279828869,-34.639317520336,PEATON,TRANSPORTE PUBLICO,PEATON-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0227216,1,2020,5,5,2020-05-05 00:00:00,12,12,9 DE JULIO AV. y BELGRANO AV.,1,AVENIDA,SD,9 DE JULIO AV.,0.0,BELGRANO AV.,Point (107515.737354071 101790.728126509),-58.381353762551,-34.613100568506,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227455,1,2020,5,5,2020-05-05 00:00:00,20,20,"FALCON, RAMON L.,CNEL. y CARABOBO AV.",7,CALLE,SD,"FALCON, RAMON L.,CNEL.",0.0,CARABOBO AV.,Point (100666.574732661 100127.083332682),-58.45603069999,-34.62812426476,MOTO,MOTO,MOTO-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227464,1,2020,5,5,2020-05-05 00:00:00,13,13,"AVELLANEDA y AMBROSETTI, JUAN B.",6,CALLE,SD,AVELLANEDA,0.0,"AMBROSETTI, JUAN B.",Point (102385.266312249 101709.705890042),-58.437292343915,-34.613855409975,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227585,1,2020,5,5,2020-05-05 00:00:00,16,16,CORDOBA AV. y PRINGLES,15,AVENIDA,SD,CORDOBA AV.,0.0,PRINGLES,Point (103399.430892516 103633.425867794),-58.426242133073,-34.596511384787,MOTO,UTILITARIO,MOTO-UTILITARIO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227857,1,2020,5,5,2020-05-05 00:00:00,17,17,"CONESA y ARENAL, CONCEPCION",13,CALLE,SD,CONESA,0.0,"ARENAL, CONCEPCION",Point (102005.59484788 105650.488798595),-58.44144108703,-34.578332269164,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0227918,1,2020,5,5,2020-05-05 00:00:00,14,14,"MALVINAS ARGENTINAS y FERNANDEZ MORENO, BALDOMERO",7,CALLE,SD,MALVINAS ARGENTINAS,0.0,"FERNANDEZ MORENO, BALDOMERO",Point (101391.609881872 99586.6546698692),-58.448123182117,-34.632995208055,AUTO,SD,AUTO-SD,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0228059,1,2020,5,5,2020-05-05 00:00:00,22,22,"PAZ, GRAL. AV. y BEIRO, FRANCISCO AV.",10,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,"BEIRO, FRANCISCO AV.",Point (93851.6366334989 101233.251940262),-58.530340969644,-34.618134252947,AUTO,AUTO,AUTO-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0228631,1,2020,5,6,2020-05-06 00:00:00,10,10,BAUNESS y TRONADOR,15,CALLE,SD,BAUNESS,0.0,TRONADOR,Point (99080.7810086448 104266.588879153),-58.473319373098,-34.590808759262,AUTO,UTILITARIO,AUTO-UTILITARIO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0228810,1,2020,5,6,2020-05-06 00:00:00,14,14,MIGUELETES y ECHEVERRIA,13,CALLE,SD,MIGUELETES,0.0,ECHEVERRIA,Point (101603.011836094 108015.299742871),-58.445833027416,-34.55701541925,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0228901,1,2020,5,6,2020-05-06 00:00:00,14,14,"CAMARGO y GALLARDO, ANGEL AV.",15,AVENIDA,SD,CAMARGO,0.0,"GALLARDO, ANGEL AV.",Point (102447.421447162 102771.611728636),-58.436617638394,-34.604282806148,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0229256,1,2020,5,6,2020-05-06 00:00:00,18,18,HERRERA y BRANDSEN,4,CALLE,SD,HERRERA,0.0,BRANDSEN,Point (107850.997203256 99010.2844272423),-58.377672780189,-34.63816205896,PEATON,SD,PEATON-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0229281,1,2020,5,6,2020-05-06 00:00:00,17,17,BAIGORRIA y VIRGILIO,10,CALLE,SD,BAIGORRIA,0.0,VIRGILIO,Point (94992.2780029836 100908.102073651),-58.517905465556,-34.621071545056,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0229531,3,2020,5,7,2020-05-07 00:00:00,23,23,LAGUNA y DIRECTORIO AV.,9,CALLE,SD,LAGUNA,0.0,DIRECTORIO AV.,Point (98590.3267043104 98750.5164571566),-58.478675014789,-34.640532296908,UTILITARIO,SD,UTILITARIO-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0229882,1,2020,5,7,2020-05-07 00:00:00,15,15,"GARAY, JUAN DE AV. y SAN JOSE",1,AVENIDA,SD,"GARAY, JUAN DE AV.",0.0,SAN JOSE,Point (107112.958522155 100242.228462995),-58.385732472048,-34.627062201117,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0230210,1,2020,5,7,2020-05-07 00:00:00,13,13,"ALBERDI, JUAN BAUTISTA AV. y CARDENAS, CNEL. AV.",9,AVENIDA,SD,"ALBERDI, JUAN BAUTISTA AV.",0.0,"CARDENAS, CNEL. AV.",Point (95789.1979090586 96918.2369345553),-58.509235704679,-34.657041286437,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230352,1,2020,5,7,2020-05-07 00:00:00,14,14,SAN JUAN AV. y SANTIAGO DEL ESTERO,1,AVENIDA,SD,SAN JUAN AV.,0.0,SANTIAGO DEL ESTERO,Point (107236.036148669 100768.951547966),-58.384394762619,-34.62231326204,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230370,1,2020,5,7,2020-05-07 00:00:00,15,15,"CARRANZA, ANGEL JUSTINIANO y CORDOBA AV.",15,CALLE,SD,"CARRANZA, ANGEL JUSTINIANO",0.0,CORDOBA AV.,Point (101915.00221822 104788.968826232),-58.44242654406,-34.586098570951,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0230394,1,2020,5,7,2020-05-07 00:00:00,15,15,CORDOBA AV. y PUEYRREDON AV.,3,AVENIDA,SD,CORDOBA AV.,0.0,PUEYRREDON AV.,Point (105464.946679451 103416.896219862),-58.403724400784,-34.598454471462,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230415,1,2020,5,7,2020-05-07 00:00:00,15,15,CONGRESO y CABILDO AV.,13,CALLE,SD,CONGRESO,0.0,CABILDO AV.,Point (100070.262898184 108185.653947137),-58.462533754977,-34.555480927127,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230568,1,2020,5,7,2020-05-07 00:00:00,19,19,"LOPE DE VEGA AV. y LOZANO, PEDRO",11,AVENIDA,SD,LOPE DE VEGA AV.,0.0,"LOZANO, PEDRO",Point (94788.9562791256 101271.420704275),-58.520120288819,-34.617795423237,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230580,1,2020,5,7,2020-05-07 00:00:00,19,19,"MONTES DE OCA, MANUEL AV. y VALLE, ARISTOBULO DEL",4,AVENIDA,SD,"MONTES DE OCA, MANUEL AV.",0.0,"VALLE, ARISTOBULO DEL",Point (108090.048273506 99237.9837766674),-58.375067724135,-34.636107648453,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230686,1,2020,5,7,2020-05-07 00:00:00,21,21,PASEO COLON AV. y HUMBERTO 1Â°,1,AVENIDA,SD,PASEO COLON AV.,0.0,HUMBERTO 1Â°,Point (108699.629568516 100958.182509777),-58.368437018815,-34.620596172238,SD,SD,SD-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0230727,2,2020,5,8,2020-05-08 00:00:00,19,19,RIESTRA AV. y CHARRUA,7,AVENIDA,SD,RIESTRA AV.,0.0,CHARRUA,Point (102178.71150886 97893.8067413018),-58.439534923596,-34.648253836582,MOVIL,SD,MOVIL-SD,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0232174,1,2020,5,8,2020-05-08 00:00:00,13,13,"PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",Point (98491.0873304888 93092.8794367199),-58.479767858452,-34.691531969258,MOTO,TRANSPORTE PUBLICO,MOTO-TRANSPORTE PUBLICO,x,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0232613,1,2020,5,8,2020-05-08 00:00:00,19,19,LOPE DE VEGA AV. y BAIGORRIA,10,AVENIDA,SD,LOPE DE VEGA AV.,0.0,BAIGORRIA,Point (95080.0237374949 101003.209801259),-58.516948102761,-34.620214635621,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0232660,1,2020,5,8,2020-05-08 00:00:00,19,19,LOYOLA y MALABIA,15,CALLE,SD,LOYOLA,0.0,MALABIA,Point (102565.926728206 103672.404395888),-58.435328346233,-34.596162391751,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0232791,1,2020,5,9,2020-05-09 00:00:00,23,23,"CALVO, CARLOS y 9 DE JULIO AV.",1,AVENIDA,SD,"CALVO, CARLOS",0.0,9 DE JULIO AV.,Point (107543.763682637 101052.337538007),-58.381041666429,-34.619756510062,MOTO,TAXI,MOTO-TAXI,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0232799,1,2020,5,9,2020-05-09 00:00:00,13,13,"GARCIA, MARTIN AV. y MONTES DE OCA, MANUEL AV.",4,AVENIDA,SD,"GARCIA, MARTIN AV.",0.0,"MONTES DE OCA, MANUEL AV.",Point (108059.954676683 99426.2996093861),-58.375397711044,-34.634410335703,PEATON,MOTO,PEATON-MOTO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233169,1,2020,5,9,2020-05-09 00:00:00,10,10,"NAZCA AV. y MAGARIÃ‘OS CERVANTES, A.",11,AVENIDA,SD,NAZCA AV.,0.0,"MAGARIÃ‘OS CERVANTES, A.",Point (98484.7351195532 101757.915960634),-58.479821115745,-34.61342226897,UTILITARIO,UTILITARIO,UTILITARIO-UTILITARIO,0,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233223,2,2020,5,9,2020-05-09 00:00:00,11,11,FORMOSA y SAN JOSE DE CALASANZ,6,CALLE,SD,FORMOSA,0.0,SAN JOSE DE CALASANZ,Point (102326.344864015 100741.024514239),-58.437932191272,-34.622587625788,MOVIL,TRANSPORTE PUBLICO,MOVIL-TRANSPORTE PUBLICO,0,0,x,0,0,SD,Lesiones,,,,,,
LC-2020-0233280,1,2020,5,9,2020-05-09 00:00:00,13,13,"PAZ, GRAL. AV. y CASTRO, EMILIO AV.",9,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,"CASTRO, EMILIO AV.",Point (94273.892376981 96934.4929922463),-58.525766059083,-34.656887319301,MOTO,UTILITARIO,MOTO-UTILITARIO,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233352,1,2020,5,9,2020-05-09 00:00:00,12,12,"PAZ, GRAL. AV. y LAMARCA, EMILIO",11,GRAL PAZ,SD,"PAZ, GRAL. AV.",0.0,"LAMARCA, EMILIO",Point (95018.2520368476 104803.446849981),-58.517599124048,-34.585957395793,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233493,1,2020,5,9,2020-05-09 00:00:00,16,16,NAZCA y ASUNCION,15,CALLE,SD,NAZCA,0.0,ASUNCION,Point (96914.3106547298 104123.001149136),-58.49693516383,-34.59209878258,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233569,1,2020,5,9,2020-05-09 00:00:00,17,17,"BARCO CENTENERA DEL y LUPPI, ABRAHAM J.",4,CALLE,SD,BARCO CENTENERA DEL,0.0,"LUPPI, ABRAHAM J.",Point (103916.282596697 97308.9873425966),-58.420579091588,-34.653520531472,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233617,2,2020,5,9,2020-05-09 00:00:00,23,23,JURAMENTO y DEL LIBERTADOR AV.,13,CALLE,SD,JURAMENTO,0.0,DEL LIBERTADOR AV.,Point (101432.143814033 108052.501005869),-58.447694853508,-34.556680311709,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233696,1,2020,5,9,2020-05-09 00:00:00,19,19,LASCANO y LLAVALLOL,11,CALLE,SD,LASCANO,0.0,LLAVALLOL,Point (97455.7294560002 102120.089082753),-58.491039557041,-34.610155400957,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0233917,1,2020,5,10,2020-05-10 00:00:00,1,1,RIVADAVIA AV. y SANCHEZ DE LORIA,5,AVENIDA,SD,RIVADAVIA AV.,0.0,SANCHEZ DE LORIA,Point (104478.636956931 102055.038596484),-58.414469394867,-34.610735551189,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0234222,1,2020,5,10,2020-05-10 00:00:00,12,12,COSQUIN e ITAQUI,8,CALLE,SD,COSQUIN,0.0,ITAQUI,Point (99078.2592612505 93506.3110567317),-58.473359264181,-34.687805902649,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0234249,1,2020,5,10,2020-05-10 00:00:00,13,13,"MARTI, JOSE y DIRECTORIO AV.",7,AVENIDA,SD,"MARTI, JOSE",0.0,DIRECTORIO AV.,Point (99366.3849598368 99216.9948028254),-58.470210291502,-34.636328101985,MOTO,TAXI,MOTO-TAXI,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0234897,2,2020,5,11,2020-05-11 00:00:00,6,6,"YERBAL y ARTIGAS, JOSE GERVASIO, GRAL.",7,CALLE,SD,YERBAL,0.0,"ARTIGAS, JOSE GERVASIO, GRAL.",Point (99876.70952798 100137.812762216),-58.464644349545,-34.628027712343,AUTO,SD,AUTO-SD,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235195,1,2020,5,11,2020-05-11 00:00:00,11,11,GIBSON y LA PLATA AV.,7,CALLE,SD,GIBSON,0.0,LA PLATA AV.,Point (103625.176035952 98901.3867385452),-58.423761350593,-34.639167126377,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235285,1,2020,5,11,2020-05-11 00:00:00,11,11,"SAN MARTIN AV. y CABEZON, JOSE LEON",11,AVENIDA,SD,SAN MARTIN AV.,0.0,"CABEZON, JOSE LEON",Point (95104.1199175415 104355.524158027),-58.51666580027,-34.589995587217,MOTO,SD,MOTO-SD,x,0,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235319,1,2020,5,11,2020-05-11 00:00:00,11,11,"FIGUEROA ALCORTA, PRES. AV. y VAZ FERREIRA, CARLOS, DR.",2,AVENIDA,SD,"FIGUEROA ALCORTA, PRES. AV.",0.0,"VAZ FERREIRA, CARLOS, DR.",Point (106795.506624874 104931.189928253),-58.389231544631,-34.584796096616,AUTO,SD,AUTO-SD,0,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235434,1,2020,5,11,2020-05-11 00:00:00,13,13,CORDOBA AV. y BONPLAND,15,AVENIDA,SD,CORDOBA AV.,0.0,BONPLAND,Point (102009.264319895 104713.346109994),-58.44139893925,-34.586780093119,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235500,1,2020,5,11,2020-05-11 00:00:00,12,12,"GARAY, JUAN DE AV. y JUJUY AV.",3,AVENIDA,SD,"GARAY, JUAN DE AV.",0.0,JUJUY AV.,Point (105703.300273985 100062.403858902),-58.401103697421,-34.628691940313,MOTO,AUTO,MOTO-AUTO,x,x,0,0,0,SD,Lesiones,,,,,,
LC-2020-0235950,1,2020,5,11,2020-05-11 00:00:00,14,14,MONROE y 11 DE SEPTIEMBRE DE 1888,13,CALLE,SD,MONROE,0.0,11 DE SEPTIEMBRE DE 1888,Point (100825.761971419 108244.399285574),-58.454302094629,-34.554951078787,PEATON,AUTO,PEATON-AUTO,0,x,0,0,0,SD,Lesiones,,,,,,
